name,age,team,position,TOI,season
Bryan Marchment,28,TBL,D,444.56666666666666,1998
Bryan Marchment,28,SJS,D,264.53333333333336,1998
JoÃ«l Bouchard,24,CGY,D,823.0666666666667,1998
Shawn Burr,31,SJS,LW,505.81666666666666,1998
Adam Burt,29,CAR,D,1358.7166666666667,1998
Dan Bylsma,27,LAK,C,752.9833333333333,1998
Darby Hendrickson,25,TOR,C,1042.2333333333333,1998
Mike Hough,34,NYI,LW,830.7,1998
Dave Karpa,26,MDA,D,1554.1666666666667,1998
Darius Kasparaitis,25,PIT,D,1490.5666666666666,1998
Curtis Leschyshyn,28,CAR,D,1331.7666666666667,1998
Marty McSorley,34,SJS,D,795.5666666666667,1998
Wayne Primeau,21,BUF,C,771.45,1998
Bob Rouse,33,DET,D,1150.8166666666666,1998
Ulf Samuelsson,33,NYR,D,1399.65,1998
Juha YlÃ¶nen,25,PHX,C,783.6833333333333,1998
Dmitry Yushkevich,26,TOR,D,1567.7333333333333,1998
Chad Kilger,21,2TM,C,438.7,1998
Chad Kilger,21,PHX,C,90.31666666666666,1998
Chad Kilger,21,CHI,C,348.3833333333333,1998
Jayson More,29,2TM,D,938.9666666666667,1998
Jayson More,29,PHX,D,713.8166666666667,1998
Jayson More,29,CHI,D,225.15,1998
Mark Janssens,29,3TM,C,851.1166666666667,1998
Mark Janssens,29,MDA,C,696.1833333333333,1998
Mark Janssens,29,NYI,C,84.51666666666667,1998
Mark Janssens,29,PHX,C,70.41666666666667,1998
Jamie Allison,22,CGY,D,667.2333333333333,1998
Frank Banham,22,MDA,RW,261.35,1998
Greg de Vries,25,EDM,D,1134.1666666666667,1998
Shane Doan,21,PHX,RW,391.85,1998
Bob Errey,33,2TM,RW,757.9833333333333,1998
Bob Errey,33,DAL,RW,609.3666666666667,1998
Bob Errey,33,NYR,RW,148.61666666666667,1998
Joe Kocur,33,DET,RW,514.5333333333333,1998
Christian Laflamme,21,CHI,D,1065.7666666666667,1998
Paul Laus,27,FLA,RW,1081.0,1998
Kevin Miller,32,CHI,RW,464.06666666666666,1998
Dmitri Nabokov,21,CHI,C,338.78333333333336,1998
Deron Quint,21,PHX,D,521.7,1998
Warren Rychel,30,2TM,LW,767.6666666666666,1998
Warren Rychel,30,MDA,LW,701.3333333333334,1998
Warren Rychel,30,COL,LW,66.33333333333333,1998
Kevin Todd,29,MDA,C,359.25,1998
VÃ¡clav VaraÄa,21,BUF,RW,329.45,1998
Mike Eastwood,30,2TM,C,599.0666666666667,1998
Mike Eastwood,30,NYR,C,476.43333333333334,1998
Mike Eastwood,30,STL,C,122.63333333333334,1998
Jarrod Skalde,26,3TM,C,351.1333333333333,1998
Jarrod Skalde,26,SJS,C,287.46666666666664,1998
Jarrod Skalde,26,DAL,C,3.9333333333333336,1998
Jarrod Skalde,26,CHI,C,59.733333333333334,1998
Bill Berg,30,NYR,C,924.65,1998
Marc Bergevin,32,STL,D,1597.7666666666667,1998
Jason Bonsignore,21,TBL,C,417.9,1998
Randy Burridge,32,BUF,LW,346.6166666666667,1998
Keith Jones,29,COL,RW,306.15,1998
Alexander Karpovtsev,27,NYR,D,996.9166666666666,1998
Sylvain Lefebvre,30,COL,D,1569.5166666666667,1998
Chris McAlpine,26,STL,D,508.6,1998
Joe Reekie,32,WSH,D,1387.0333333333333,1998
Sheldon Souray,21,NJD,D,824.25,1998
Mike Stapleton,31,PHX,RW,686.2,1998
Turner Stevenson,25,MTL,RW,548.5333333333333,1998
Aaron Ward,25,DET,D,764.3166666666667,1998
Harry York,23,2TM,C,567.8166666666667,1998
Harry York,23,STL,C,552.2,1998
Harry York,23,NYR,C,15.616666666666667,1998
Igor Ulanov,28,2TM,D,827.7,1998
Igor Ulanov,28,TBL,D,771.6833333333333,1998
Igor Ulanov,28,MTL,D,56.016666666666666,1998
Jeff Toms,23,2TM,C,518.4333333333333,1998
Jeff Toms,23,TBL,C,147.45,1998
Jeff Toms,23,WSH,C,370.98333333333335,1998
Dave Babych,36,2TM,D,908.4,1998
Dave Babych,36,VAN,D,793.2666666666667,1998
Dave Babych,36,PHI,D,115.13333333333334,1998
Brian Bellows,33,WSH,RW,191.46666666666667,1998
Cory Cross,27,TBL,D,1398.4666666666667,1998
Kevin Dean,28,NJD,D,800.8166666666667,1998
Al Iafrate,31,SJS,D,362.55,1998
Steve Leach,32,CAR,RW,519.6666666666666,1998
Jason Marshall,26,MDA,D,1264.4666666666667,1998
Brendan Morrison,22,NJD,C,155.83333333333334,1998
Jeff Nielsen,26,MDA,RW,305.45,1998
Michel Picard,28,STL,LW,181.9,1998
Lance Pitlick,30,OTT,D,1121.0333333333333,1998
Michal PivoÅka,32,WSH,LW,487.95,1998
Ron Sutter,34,SJS,RW,625.95,1998
Ed Ward,28,CGY,LW,581.1166666666667,1998
Chris Murray,23,2TM,RW,417.28333333333336,1998
Chris Murray,23,CAR,RW,19.833333333333332,1998
Chris Murray,23,OTT,RW,397.45,1998
Paul Kruse,27,2TM,LW,529.3,1998
Paul Kruse,27,NYI,LW,461.15,1998
Paul Kruse,27,BUF,LW,68.15,1998
Jamie Pushor,24,2TM,D,1047.55,1998
Jamie Pushor,24,DET,D,852.7333333333333,1998
Jamie Pushor,24,MDA,D,194.81666666666666,1998
Lonny Bohonos,24,2TM,RW,297.95,1998
Lonny Bohonos,24,VAN,RW,208.75,1998
Lonny Bohonos,24,TOR,RW,89.2,1998
Aki Berg,20,LAK,D,1217.3833333333334,1998
Terry Carkner,31,FLA,D,1357.8333333333333,1998
Kevin Haller,27,CAR,D,1139.3,1998
Nathan LaFayette,24,LAK,C,524.45,1998
Dave Lowry,32,2TM,LW,615.2833333333333,1998
Dave Lowry,32,FLA,LW,77.53333333333333,1998
Dave Lowry,32,SJS,LW,537.75,1998
Norm Maciver,33,PHX,D,651.2333333333333,1998
Kent Manderville,26,CAR,C,780.05,1998
Steve McKenna,24,LAK,LW,542.7166666666667,1998
Rudy Poeschek,31,STL,D,642.6833333333333,1998
Peter Popovic,29,MTL,D,1100.2833333333333,1998
Yves Racine,28,TBL,D,1234.3666666666666,1998
Jeremy Stevenson,23,MDA,LW,379.68333333333334,1998
Brent Sutter,35,CHI,RW,672.5333333333333,1998
Mike Wilson,22,BUF,D,1196.25,1998
Brendan Witt,22,WSH,D,1128.2166666666667,1998
Doug Zmolek,27,LAK,D,643.55,1998
Bobby Dollas,33,2TM,D,892.5,1998
Bobby Dollas,33,MDA,D,317.3666666666667,1998
Bobby Dollas,33,EDM,D,575.1333333333333,1998
Drew Bannister,23,2TM,D,916.3,1998
Drew Bannister,23,EDM,D,528.9,1998
Drew Bannister,23,MDA,D,387.4,1998
Jody Hull,28,2TM,RW,676.9166666666666,1998
Jody Hull,28,FLA,RW,255.71666666666667,1998
Jody Hull,28,TBL,RW,421.2,1998
Bob Bassen,32,DAL,LW,677.4333333333333,1998
Drake Berehowsky,26,EDM,D,1019.8666666666667,1998
Brian Bradley,33,TBL,C,235.55,1998
Kelly Chase,30,STL,RW,405.9,1998
RÃ³bert DÃ¶me,19,PIT,RW,329.0833333333333,1998
Chris Ferraro,25,PIT,LW,332.98333333333335,1998
Peter Ferraro,25,2TM,RW,258.7,1998
Peter Ferraro,25,PIT,RW,245.16666666666666,1998
Peter Ferraro,25,NYR,RW,13.533333333333333,1998
Jeff Finley,30,NYR,D,955.1666666666666,1998
Stu Grimson,32,CAR,LW,360.5,1998
Craig Ludwig,36,DAL,D,1197.4666666666667,1998
Donald MacLean,21,LAK,C,234.96666666666667,1998
Jamie Macoun,36,2TM,D,1518.1166666666666,1998
Jamie Macoun,36,TOR,D,1399.7666666666667,1998
Jamie Macoun,36,DET,D,118.35,1998
Danny Markov,21,TOR,D,397.9,1998
Jim McKenzie,28,PHX,LW,487.95,1998
Ian Moran,25,PIT,RW,449.4,1998
Dana Murzyn,31,VAN,D,526.1833333333333,1998
Joel Otto,36,PHI,C,738.1833333333333,1998
Rich Pilon,29,NYI,D,1295.0166666666667,1998
Steve Staios,24,VAN,RW,731.1166666666667,1998
Chris Tamer,27,PIT,D,1099.35,1998
Joe Thornton,18,BOS,C,444.73333333333335,1998
Pavel Trnka,21,MDA,D,757.4333333333333,1998
Tyler Wright,24,PIT,C,641.3666666666667,1998
Rob Zettler,29,TOR,D,946.8166666666667,1998
David Wilkie,23,2TM,D,540.45,1998
David Wilkie,23,MTL,D,46.416666666666664,1998
David Wilkie,23,TBL,D,494.03333333333336,1998
Sean Hill,27,2TM,D,883.65,1998
Sean Hill,27,OTT,D,194.76666666666668,1998
Sean Hill,27,CAR,D,688.8833333333333,1998
Adrian Aucoin,24,VAN,D,438.7,1998
Murray Baron,30,PHX,D,750.4,1998
Bates Battaglia,22,CAR,C,265.43333333333334,1998
Brad Bombardir,25,NJD,D,597.8,1998
Chris Dingman,21,CGY,LW,531.85,1998
Hal Gill,22,BOS,D,1118.6833333333334,1998
Matt Johnson,22,LAK,LW,418.51666666666665,1998
Kris King,31,TOR,LW,867.4833333333333,1998
Ken Klee,26,WSH,RW,569.5166666666667,1998
Darren Langdon,27,NYR,LW,350.95,1998
Jocelyn Lemieux,30,PHX,RW,238.75,1998
Michel Petit,33,PHX,D,528.75,1998
Martin ProchÃ¡zka,25,TOR,LW,352.8333333333333,1998
Rob Ray,29,BUF,RW,367.45,1998
Steven Rice,26,CAR,RW,405.7,1998
Jamie Rivers,22,STL,D,612.75,1998
Bert Robertsson,23,VAN,LW,284.95,1998
Marc Savard,20,NYR,C,288.48333333333335,1998
Todd Simpson,24,CGY,D,1111.0333333333333,1998
Yannick Tremblay,22,TOR,D,490.96666666666664,1998
Jan Vopat,24,LAK,D,361.0833333333333,1998
VladimÃ­r VÅ¯jtek,25,TBL,C,350.96666666666664,1998
Neil Wilkinson,30,PIT,D,436.4,1998
Landon Wilson,22,BOS,RW,201.9,1998
Jamie Wright,21,DAL,LW,162.55,1998
Per Gustafsson,27,2TM,D,466.85,1998
Per Gustafsson,27,TOR,D,311.9,1998
Per Gustafsson,27,OTT,D,154.95,1998
Doug Houda,31,2TM,D,741.3166666666667,1998
Doug Houda,31,NYI,D,419.51666666666665,1998
Doug Houda,31,MDA,D,321.8,1998
Jamie Baker,31,TOR,C,137.05,1998
Jeff Beukeboom,32,NYR,D,1084.6166666666666,1998
Sergei Brylin,24,NJD,C,171.96666666666667,1998
Boyd Devereaux,19,EDM,C,337.06666666666666,1998
Johan GarpenlÃ¶v,29,FLA,LW,532.5333333333333,1998
Aaron Gavey,23,CGY,C,244.5,1998
Alexander Korolyuk,22,SJS,C,207.15,1998
Daniel Lacroix,28,PHI,C,271.95,1998
Juha Lind,24,DAL,LW,346.46666666666664,1998
Gino Odjick,27,2TM,LW,333.1166666666667,1998
Gino Odjick,27,VAN,LW,225.63333333333333,1998
Gino Odjick,27,NYI,LW,107.48333333333333,1998
Krzysztof Oliwa,24,NJD,RW,388.93333333333334,1998
Brent Peterson,25,TBL,LW,198.08333333333334,1998
Erik Rasmussen,20,BUF,C,243.91666666666666,1998
Luke Richardson,28,PHI,D,1478.3,1998
Reid Simpson,28,2TM,LW,284.0,1998
Reid Simpson,28,NJD,LW,48.11666666666667,1998
Reid Simpson,28,CHI,LW,235.88333333333333,1998
P.J. Stock,22,NYR,C,174.66666666666666,1998
Jaroslav SvejkovskÃ½,21,WSH,RW,192.28333333333333,1998
Steve Kelly,21,2TM,C,398.46666666666664,1998
Steve Kelly,21,EDM,C,134.3,1998
Steve Kelly,21,TBL,C,264.1666666666667,1998
Ken Belanger,23,NYI,LW,139.5,1998
Bob Boughner,26,BUF,D,879.75,1998
David Cooper,24,TOR,D,118.2,1998
Mike Crowley,22,MDA,D,128.36666666666667,1998
Mike Eagles,34,WSH,LW,347.93333333333334,1998
Brian Felsner,25,CHI,LW,136.01666666666668,1998
Joe Hulbig,24,EDM,LW,121.23333333333333,1998
Jean-FranÃ§ois Jomphe,25,MDA,C,83.4,1998
Doug Lidster,37,NYR,D,577.3166666666667,1998
Johan Lindbom,26,NYR,LW,442.53333333333336,1998
Craig Millar,21,EDM,D,192.98333333333332,1998
Aaron Miller,26,COL,D,680.2166666666667,1998
Kip Miller,28,NYI,C,105.63333333333334,1998
Stan NeckÃ¡Å,22,OTT,D,1107.8833333333334,1998
Jay Pandolfo,23,NJD,LW,283.31666666666666,1998
Dwayne Roloson,28,CGY,G,2205.016666666667,1998
Brent Severyn,31,MDA,LW,273.8666666666667,1998
Brad Smyth,24,2TM,RW,95.9,1998
Brad Smyth,24,LAK,RW,89.11666666666666,1998
Brad Smyth,24,NYR,RW,6.783333333333333,1998
Michal SÃ½kora,24,CHI,D,368.3666666666667,1998
Vladimir Vorobiev,25,NYR,RW,179.21666666666667,1998
Rhett Warrener,22,FLA,D,1335.8,1998
Enrico Ciccone,27,3TM,D,462.3666666666667,1998
Enrico Ciccone,27,CAR,D,167.23333333333332,1998
Enrico Ciccone,27,VAN,D,165.4,1998
Enrico Ciccone,27,TBL,D,129.73333333333332,1998
Jamie Huscroft,31,2TM,D,621.5666666666667,1998
Jamie Huscroft,31,TBL,D,526.9,1998
Jamie Huscroft,31,VAN,D,94.66666666666667,1998
Andrei Nazarov,23,2TM,RW,465.95,1998
Andrei Nazarov,23,SJS,RW,296.93333333333334,1998
Andrei Nazarov,23,TBL,RW,169.01666666666668,1998
Erik Andersson,26,CGY,C,123.45,1998
Jan Benda,25,WSH,C,83.3,1998
Rich Brennan,25,SJS,D,175.76666666666668,1998
Martin Brodeur,25,NJD,G,4128.4,1998
Eric Cairns,23,NYR,D,401.8,1998
Phil Crowe,27,OTT,RW,47.05,1998
Jassen Cullimore,25,2TM,D,571.0,1998
Jassen Cullimore,25,MTL,D,32.2,1998
Jassen Cullimore,25,TBL,D,538.8,1998
Byron Dafoe,26,BOS,G,3692.5666666666666,1998
Scott Daniels,28,NJD,LW,209.28333333333333,1998
Louie DeBrusk,26,TBL,LW,326.6166666666667,1998
John Druce,31,PHI,RW,163.73333333333332,1998
Tuomas GrÃ¶nman,23,PIT,D,362.45,1998
Jim Johnson,35,PHX,D,246.93333333333334,1998
Dan Keczmer,29,DAL,D,197.21666666666667,1998
Espen Knutsen,26,MDA,C,198.33333333333334,1998
Pavel Kubina,20,TBL,D,157.75,1998
FranÃ§ois Leroux,27,COL,LW,219.35,1998
Chris McAllister,22,VAN,D,335.45,1998
Craig Mills,21,CHI,RW,117.58333333333333,1998
FrantiÅ¡ek Musil,33,EDM,D,273.6,1998
Bob Probert,32,CHI,LW,174.96666666666667,1998
Patrick Roy,32,COL,G,3835.266666666667,1998
Kjell Samuelsson,39,PHI,D,821.9166666666666,1998
Garry Valk,30,PIT,LW,287.51666666666665,1998
John Vanbiesbrouck,34,FLA,G,3451.016666666667,1998
Dennis Vaske,30,NYI,D,395.2,1998
Roman Vopat,21,LAK,C,238.63333333333333,1998
Mike Watt,21,EDM,C,176.68333333333334,1998
Derek Armstrong,24,OTT,C,103.73333333333333,1998
Tom Barrasso,32,PIT,G,3542.116666666667,1998
Shawn Bates,22,BOS,C,147.3,1998
Wade Belak,21,COL,D,34.4,1998
Paul Brousseau,24,TBL,RW,111.75,1998
Vladimir Chebaturkin,22,NYI,D,19.283333333333335,1998
Brandon Convery,23,VAN,C,65.4,1998
Jim Cummins,27,2TM,RW,458.43333333333334,1998
Jim Cummins,27,CHI,RW,330.6666666666667,1998
Jim Cummins,27,PHX,RW,127.76666666666667,1998
Grant Fuhr,35,STL,G,3274.4666666666667,1998
Yan Golubovsky,21,DET,D,129.23333333333332,1998
Daniel Goneau,22,NYR,LW,123.8,1998
Steve Guolla,24,SJS,LW,78.58333333333333,1998
Steven Halko,23,CAR,D,242.21666666666667,1998
Dominik HaÅ¡ek,33,BUF,G,4219.6,1998
Dane Jackson,27,NYI,RW,70.75,1998
Ryan Johnson,21,FLA,C,106.45,1998
Curtis Joseph,30,EDM,G,4132.333333333333,1998
Chris Kenady,24,STL,RW,45.03333333333333,1998
Nikolai Khabibulin,25,PHX,G,4025.983333333333,1998
Dan Kordic,26,PHI,LW,193.08333333333334,1998
Peter Leboutillier,23,MDA,RW,86.86666666666666,1998
Craig Muni,35,DAL,D,517.5833333333334,1998
Chris O'Sullivan,23,CGY,D,199.98333333333332,1998
Richard Park,21,MDA,C,144.08333333333334,1998
Nolan Pratt,22,CAR,D,283.28333333333336,1998
Craig Rivet,23,MTL,D,786.2833333333333,1998
David Roberts,27,VAN,LW,107.78333333333333,1998
Cam Russell,29,CHI,D,409.93333333333334,1998
David Shaw,33,TBL,D,192.13333333333333,1998
Geoff Smith,28,NYR,D,322.1,1998
Jocelyn Thibault,23,MTL,G,2651.9666666666667,1998
Mattias Timander,23,BOS,D,289.31666666666666,1998
Tony Twist,29,STL,LW,341.76666666666665,1998
Ä½ubomÃ­r Vaic,20,VAN,C,62.95,1998
Mike Vernon,34,SJS,G,3564.133333333333,1998
Sean Burke,31,3TM,G,2884.7,1998
Sean Burke,31,CAR,G,1415.2333333333333,1998
Sean Burke,31,VAN,G,837.8333333333334,1998
Sean Burke,31,PHI,G,631.6333333333333,1998
Jason Strudwick,22,2TM,D,293.71666666666664,1998
Jason Strudwick,22,NYI,D,154.63333333333333,1998
Jason Strudwick,22,VAN,D,139.08333333333334,1998
Ryan VandenBussche,24,2TM,RW,75.45,1998
Ryan VandenBussche,24,NYR,RW,53.68333333333333,1998
Ryan VandenBussche,24,CHI,RW,21.766666666666666,1998
Shawn Antoski,27,MDA,LW,70.55,1998
Ken Baumgartner,31,BOS,LW,472.85,1998
Nolan Baumgartner,21,WSH,D,71.66666666666667,1998
Daniel BriÃ¨re,20,PHX,C,34.1,1998
Sean Brown,21,EDM,D,247.86666666666667,1998
Zdeno ChÃ¡ra,20,NYI,D,278.03333333333336,1998
Brett Clark,21,MTL,D,514.55,1998
Kevin Dahl,29,CGY,D,264.53333333333336,1998
Ken Daneyko,33,NJD,D,597.3,1998
Craig Darby,25,PHI,C,12.483333333333333,1998
Jason Doig,21,PHX,D,36.25,1998
Mike Dunham,25,NJD,G,772.5666666666667,1998
Dallas Eakins,30,FLA,D,266.1333333333333,1998
StÃ©phane Fiset,27,LAK,G,3496.7166666666667,1998
Mark Fitzpatrick,29,2TM,G,2577.85,1998
Mark Fitzpatrick,29,FLA,G,640.15,1998
Mark Fitzpatrick,29,TBL,G,1937.7,1998
Wade Flaherty,30,NYI,G,693.7,1998
Sean Gagnon,24,PHX,D,52.666666666666664,1998
Maxim Galanov,23,NYR,D,122.53333333333333,1998
BenoÃ®t Gratton,21,WSH,C,42.21666666666667,1998
Guy Hebert,31,MDA,G,2660.25,1998
Todd Hlushko,27,CGY,LW,128.11666666666667,1998
MariÃ¡n Hossa,19,OTT,LW,106.6,1998
Ãric Houde,21,MTL,C,60.666666666666664,1998
Bill Huard,30,EDM,LW,191.28333333333333,1998
Chris Joseph,28,PHI,D,270.1333333333333,1998
Mike Kennedy,25,2TM,RW,121.11666666666666,1998
Mike Kennedy,25,TOR,RW,107.11666666666666,1998
Mike Kennedy,25,DAL,RW,14.0,1998
Ladislav Kohn,22,CGY,RW,38.46666666666667,1998
Olaf KÃ¶lzig,27,WSH,G,3788.016666666667,1998
Vlastimil Kroupa,22,NJD,D,32.13333333333333,1998
Ãric Landry,23,CGY,C,115.1,1998
Brad Lukowich,21,DAL,D,29.5,1998
Dean Malkoc,28,BOS,D,369.4166666666667,1998
Cameron Mann,20,BOS,RW,78.46666666666667,1998
Mike McBain,21,TBL,D,401.1666666666667,1998
Kirk McLean,31,3TM,G,2390.016666666667,1998
Kirk McLean,31,VAN,G,1583.2666666666667,1998
Kirk McLean,31,CAR,G,400.6666666666667,1998
Kirk McLean,31,FLA,G,406.0833333333333,1998
Jason Morgan,21,LAK,C,128.51666666666668,1998
Evgeny Namestnikov,26,NYI,D,107.28333333333333,1998
VladimÃ­r OrszÃ¡gh,20,NYI,RW,90.9,1998
Dan Plante,26,NYI,RW,82.85,1998
Barry Potomski,25,SJS,LW,45.21666666666667,1998
Bill Ranford,31,WSH,G,1183.2333333333333,1998
Damian Rhodes,28,OTT,G,2742.9,1998
Mike Richter,31,NYR,G,4143.4,1998
Mike Rucinski,22,CAR,D,112.18333333333334,1998
Tommy Salo,26,NYI,G,3460.8,1998
Yves Sarault,25,COL,LW,16.1,1998
Ray Schultz,21,NYI,D,139.53333333333333,1998
Mikhail Shtalenkov,32,MDA,G,2048.6666666666665,1998
PÄteris Skudra,24,PIT,G,851.3833333333333,1998
Corey Spring,26,TBL,C,68.43333333333334,1998
Rick Tabaracci,29,CGY,G,2418.6833333333334,1998
Chris Tancill,29,DAL,RW,12.0,1998
Chris Terreri,33,CHI,G,1221.95,1998
Dan Trebil,23,MDA,D,265.71666666666664,1998
Pascal TrÃ©panier,24,COL,D,104.81666666666666,1998
Mick Vukota,31,2TM,RW,247.38333333333333,1998
Mick Vukota,31,TBL,RW,164.61666666666667,1998
Mick Vukota,31,MTL,RW,82.76666666666667,1998
Todd White,22,CHI,C,86.01666666666667,1998
Vitali Yachmenev,23,LAK,RW,46.15,1998
Trent Yawney,32,CHI,D,561.7833333333333,1998
Libor ZÃ¡branskÃ½,24,STL,D,52.93333333333333,1998
Antti Aalto,22,MDA,C,25.05,1998
Kevyn Adams,23,TOR,C,30.066666666666666,1998
Chris Allen,19,FLA,D,18.0,1998
Niklas Andersson,26,SJS,LW,47.13333333333333,1998
Tom Askey,23,MDA,G,272.78333333333336,1998
Steve BÃ©gin,19,CGY,C,49.5,1998
Ed Belfour,32,DAL,G,3580.8166666666666,1998
Ladislav BenÃ½Å¡ek,22,EDM,D,27.766666666666666,1998
Radim BiÄÃ¡nek,23,OTT,D,6.8,1998
Zac Bierk,21,TBL,G,432.76666666666665,1998
Craig Billington,31,COL,G,1161.9,1998
Sylvain Blouin,23,NYR,D,0.9166666666666666,1998
Dennis Bonvie,24,EDM,RW,8.683333333333334,1998
Jason Botterill,21,DAL,LW,28.216666666666665,1998
Jason Bowen,24,EDM,D,14.033333333333333,1998
Travis Brigley,20,CGY,LW,23.083333333333332,1998
Kevin Brown,23,CAR,RW,29.65,1998
Sven ButenschÃ¶n,21,PIT,D,104.18333333333334,1998
Petr Buzek,20,DAL,D,7.75,1998
Jim Carey,23,BOS,G,496.1333333333333,1998
FrÃ©dÃ©ric Chabot,29,LAK,G,553.7333333333333,1998
Ãric Charron,28,CGY,D,23.433333333333334,1998
Jeff Christian,27,PHX,LW,4.716666666666667,1998
Brad Church,21,WSH,LW,21.516666666666666,1998
Dean Chynoweth,29,BOS,D,23.5,1998
Ivan Äiernik,20,OTT,RW,12.666666666666666,1998
Daniel Cleary,19,CHI,LW,54.55,1998
Dan Cloutier,21,NYR,G,551.2166666666667,1998
Patrick CÃ´tÃ©,23,DAL,LW,11.85,1998
Larry Courville,22,VAN,LW,80.5,1998
Marcel Cousineau,24,TOR,G,16.65,1998
Jeff Daniels,29,CAR,LW,6.483333333333333,1998
Peter Douris,31,DAL,RW,12.866666666666667,1998
Allan Egeland,25,TBL,C,51.7,1998
Bob Essensa,33,EDM,G,825.4833333333333,1998
Scott Ferguson,25,EDM,D,16.3,1998
Manny Fernandez,23,DAL,G,69.41666666666667,1998
Ãric Fichaud,22,NYI,G,806.95,1998
Mike Fountain,26,CAR,G,162.95,1998
Doug Friedman,26,EDM,LW,98.55,1998
Denis Gauthier,21,CGY,D,145.25,1998
Martin Gendron,23,CHI,RW,18.733333333333334,1998
FranÃ§ois Groleau,25,MTL,D,12.25,1998
Sergey Gusev,22,DAL,D,125.61666666666666,1998
Jeff Hackett,29,CHI,G,3440.5,1998
Sean Haggerty,21,NYI,LW,45.56666666666667,1998
David Harlock,26,WSH,D,95.96666666666667,1998
Dwayne Hay,20,WSH,LW,9.9,1998
Paul Healey,22,PHI,RW,8.4,1998
Glenn Healy,35,TOR,G,1068.2833333333333,1998
Ron Hextall,33,PHI,G,2687.616666666667,1998
Matt Higgins,20,MTL,C,5.1,1998
Corey Hirsch,25,VAN,G,49.61666666666667,1998
Kevin Hodson,25,DET,G,987.8166666666667,1998
Jason Holland,21,NYI,D,130.8,1998
Kelly Hrudey,37,SJS,G,1360.4666666666667,1998
Mike Hurlbut,31,BUF,D,35.25,1998
Ryan Huska,22,CHI,LW,5.85,1998
ArtÅ«rs Irbe,30,VAN,G,1998.8166666666666,1998
Pat Jablonski,30,CAR,G,278.93333333333334,1998
John Jakopin,22,FLA,D,20.4,1998
Olli Jokinen,19,LAK,C,116.33333333333333,1998
Trevor Kidd,25,CAR,G,2685.0,1998
Sasha Lakovic,26,NJD,LW,11.85,1998
Scott Langkow,22,PHX,G,136.73333333333332,1998
Darryl Laplante,20,DET,C,9.983333333333333,1998
Georges Laraque,21,EDM,RW,52.0,1998
Brad Larsen,20,COL,LW,6.116666666666666,1998
Mark Lawrence,26,NYI,RW,21.233333333333334,1998
Mike Leclerc,21,MDA,LW,74.05,1998
Scott Levins,28,PHX,RW,14.45,1998
Jeff Libby,23,NYI,D,0.7166666666666667,1998
David Ling,23,MTL,RW,5.85,1998
Kevin Lowe,38,EDM,D,101.05,1998
Warren Luhning,22,NYI,RW,42.05,1998
Stewart Malgunas,27,WSH,D,126.96666666666667,1998
Troy Mallette,27,TBL,LW,3.8333333333333335,1998
Norm Maracle,23,DET,G,178.25,1998
Steve Martins,25,CAR,C,29.566666666666666,1998
Christian Matte,23,COL,RW,42.05,1998
Jamie McLennan,26,STL,G,1658.2166666666667,1998
Jeff Mitchell,22,DAL,RW,40.25,1998
Andy Moog,37,MTL,G,2337.25,1998
Marc Moro,20,MDA,D,0.0,1998
Tyler Moss,22,CGY,G,367.05,1998
Bryan Muir,24,EDM,D,105.66666666666667,1998
Ryan Mulhern,25,WSH,C,26.033333333333335,1998
Marty Murray,22,CGY,C,26.8,1998
Jason Muzzatti,27,2TM,G,339.6166666666667,1998
Jason Muzzatti,27,NYR,G,312.8666666666667,1998
Jason Muzzatti,27,SJS,G,26.75,1998
Brantt Myhres,23,PHI,RW,58.266666666666666,1998
Rumun Ndur,22,BUF,D,12.733333333333333,1998
Scott Nichol,23,BUF,C,13.85,1998
Barry Nieckar,30,MDA,LW,5.466666666666667,1998
Kirk Nielsen,24,BOS,RW,43.86666666666667,1998
Chris Osgood,25,DET,G,3806.65,1998
Rich Parent,25,STL,G,12.066666666666666,1998
Pat Peake,24,WSH,RW,12.7,1998
Mike Peluso,32,CGY,LW,175.38333333333333,1998
Ricard Persson,28,STL,D,0.65,1998
FÃ©lix Potvin,26,TOR,G,3864.4166666666665,1998
Joel Prpic,23,BOS,C,4.333333333333333,1998
Daren Puppa,32,TBL,G,1456.2333333333333,1998
Randy Robitaille,22,BOS,C,38.8,1998
Jean-Yves Roy,28,BOS,RW,1.6666666666666665,1998
Terry Ryan,21,MTL,LW,14.016666666666667,1998
Terran Sandwith,25,EDM,D,107.03333333333333,1998
Corey Schwab,27,TBL,G,820.6666666666666,1998
Pierre SÃ©vigny,26,NYR,LW,31.5,1998
Steve Shields,25,BUF,G,784.8166666666667,1998
Richard Shulmistra,26,NJD,G,61.88333333333333,1998
Peter Sidorkiewicz,34,NJD,G,20.0,1998
Garth Snow,28,2TM,G,2155.016666666667,1998
Garth Snow,28,PHI,G,1650.5666666666666,1998
Garth Snow,28,VAN,G,504.45,1998
Jamie Storr,22,LAK,G,919.8,1998
Ronnie Sundin,27,NYR,D,22.066666666666666,1998
Ken Sutton,28,2TM,D,325.23333333333335,1998
Ken Sutton,28,NJD,D,198.8,1998
Ken Sutton,28,SJS,D,126.43333333333334,1998
Robbie Tallas,24,BOS,G,788.2666666666667,1998
Rocky Thompson,20,CGY,D,58.5,1998
Brad Tiley,26,PHX,D,6.5,1998
Andrei Trefilov,28,CHI,G,299.01666666666665,1998
